Company name,State,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Job openings,Accredited sponsor,Hires international students,Glassdoor rating,Glassdoor reviews,Glassdoor URL,Job title,Job type,ANZSCO occupation,ANZSCO 2022,ANZSCO 2013,ANZSCO unit group,ANZSCO unit group title,OSCA occupation,OSCA code,Job city,Job country,Date posted,Job URL,Job ID,Invited Score,Employment type,Job level,Work arrangement,Education level,Base salary min,Base salary max,Base salary currency,Base salary min AUD,Base salary max AUD,Company salary estimate AUD,Salary source,Salary source URL,Advert posted
5B,New South Wales,scaleup,commission;manufacturing,https://5b.co/,breakout stage,201-500,energy,Sydney,"Bowden Street, Macdonaldtown, Alexandria, Sydney, Council of the City of Sydney, New South Wales, 2015, Australia","Clean technology innovation powerhouse that accelerates access to low-cost, safely deployed, gigawatt-scale solar energy",https://www.linkedin.com/company/5baus/,2,,,3.8,23,https://www.glassdoor.com.au/Salary/5B-Salaries-E3353042.htm,Procurement Specialist,Logistics,,,,,,,,Sydney,Australia,2026-07-18,https://www.linkedin.com/jobs/view/4441978284/,86366213,,Full-time,Senior,,Bachelor;Certification,,,AUD,,,113106,glassdoor,https://www.glassdoor.com.au/Salary/5B-Salaries-E3353042.htm,
8common,New South Wales,scaleup,subscription;saas,http://www.8common.com/,early stage,11-50,fintech;enterprise software,Sydney,"213, Miller Street, Victoria Cross, North Sydney, Sydney, North Sydney Council, New South Wales, 2060, Australia","Software solutions help customers get organised, boost productivity, and deliver results",https://www.linkedin.com/company/8common/,1,,,4.6,11,https://www.glassdoor.com.au/Salary/8Common-Salaries-E1472260.htm,"Junior Technical Support Engineer (Sydney, Canberra, Melbourne and other Australian locations considered)",Other,ICT Support Engineer,,263212,2632,ICT Support and Test Engineers,ICT Support Engineer,272232,Canberra,Australia,2026-07-16,https://www.linkedin.com/jobs/view/4439968710/,86239676,,Full-time,Graduate,Remote,Final year of degree,,,AUD,,,73302,glassdoor,https://www.glassdoor.com.au/Salary/8Common-Salaries-E1472260.htm,
8seats,New South Wales,startup,subscription;saas,http://8seats.com,early stage,2-10,enterprise software,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia",Dynamic messaging platform enhancing team communication with 256-bit encryption and reduced channel complexity,https://www.linkedin.com/company/8seats/,1,,,,,,Senior Software Engineer,Backend development,Software Engineer,261313,261313,2613,Software and Applications Programmers,Software Engineer,273333,Sydney,Australia,2026-07-22,https://www.8seats.com/careers,86547998,,,Senior,,,,,,,,,,,
Accounting for Nature,New South Wales,startup,subscription;saas,http://accountingfornature.org,early stage,11-50,fintech;energy,Sydney,"Sydney, New South Wales, Australia",A tool for measuring environmental assets and an optional certification pathway for sustainability claims,https://www.linkedin.com/company/accounting-for-nature-ltd/,1,,,,,,"Manager, Environmental Account Certification",Accounting,,,,,,,,Brisbane,Australia,2026-09-02,https://www.linkedin.com/jobs/view/4460217100/,88630092,,Full-time,Senior,Remote,Bachelor;Certification,,,,,,,,,
AdvanCell,New South Wales,startup,commission;manufacturing,http://www.advancell.com.au,late stage,51-200,health,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia","Radiopharmaceutical firm that has developed the Targeted Alpha Therapy platform technology, a cutting-edge cancer treatment",https://www.linkedin.com/company/advancell/,9,,,2.4,8,https://www.glassdoor.com.au/Salary/Advancells-Salaries-E1329516.htm,Director of Radiochemical Separations,Other,,,,,,,,Brisbane,Australia,2026-07-25,https://jobs.lever.co/advancell/4afdeb65-a3ae-43da-94e7-44b29d252db4,86716035,,Full-time,Lead,On-site,PhD,,,,,,,,,2026-07-15
AdvanCell,New South Wales,startup,commission;manufacturing,http://www.advancell.com.au,late stage,51-200,health,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia","Radiopharmaceutical firm that has developed the Targeted Alpha Therapy platform technology, a cutting-edge cancer treatment",https://www.linkedin.com/company/advancell/,9,,,2.4,8,https://www.glassdoor.com.au/Salary/Advancells-Salaries-E1329516.htm,Director of Supply Chain and Logistics,Logistics,,,,,,,,Brisbane,Australia,2026-07-25,https://jobs.lever.co/advancell/bd03f1ca-949c-4afe-bd92-ab35970f8e7c,86716048,,Full-time,Lead,On-site,Master;Bachelor,,,,,,,,,2026-07-07
AdvanCell,New South Wales,startup,commission;manufacturing,http://www.advancell.com.au,late stage,51-200,health,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia","Radiopharmaceutical firm that has developed the Targeted Alpha Therapy platform technology, a cutting-edge cancer treatment",https://www.linkedin.com/company/advancell/,9,,,2.4,8,https://www.glassdoor.com.au/Salary/Advancells-Salaries-E1329516.htm,Head of Facilities,Other,,,,,,,,Brisbane,Australia,2026-07-25,https://jobs.lever.co/advancell/83d1237e-c65b-43c7-92ad-1e4fb6ee2219,86716069,,Full-time,Lead,On-site,Bachelor,,,,,,,,,2026-07-01
AdvanCell,New South Wales,startup,commission;manufacturing,http://www.advancell.com.au,late stage,51-200,health,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia","Radiopharmaceutical firm that has developed the Targeted Alpha Therapy platform technology, a cutting-edge cancer treatment",https://www.linkedin.com/company/advancell/,9,,,2.4,8,https://www.glassdoor.com.au/Salary/Advancells-Salaries-E1329516.htm,Radiochemical Processing Technician – Radioisotope Purification,Other,,,,,,,,Brisbane,Australia,2026-07-25,https://jobs.lever.co/advancell/d492ff65-3853-4218-97de-506015d203ae,86716061,,Full-time,,On-site,Bachelor,,,,,,,,,2026-07-15
AdvanCell,New South Wales,startup,commission;manufacturing,http://www.advancell.com.au,late stage,51-200,health,Sydney,"Sydney, Council of the City of Sydney, New South Wales, Australia","Radiopharmaceutical firm that has developed the Targeted Alpha Therapy platform technology, a cutting-edge cancer treatment",https://www.linkedin.com/company/advancell/,9,,,2.4,8,https://www.glassdoor.com.au/Salary/Advancells-Salaries-E1329516.htm,Site Head,Other,,,,,,,,Brisbane,Australia,2026-07-25,https://jobs.lever.co/advancell/c1ad925e-7a8b-4daf-94ce-209d55bcd4a9,86716038,,Full-time,,On-site,PhD;Master,,,,,,,,,2026-07-01
Agriwebb,New South Wales,scaleup,mobile app;subscription;saas,http://agriwebb.com,breakout stage,51-200,food,Sydney,"85-93, Commonwealth Street, Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia",Livestock Business Management that moves the industry forward,https://www.linkedin.com/company/agriwebb/,4,,,4.4,15,https://www.glassdoor.com.au/Salary/Agriwebb-Salaries-E1014250.htm,Account Executive,Sales,,,,,,,,Sydney,Australia,2026-09-08,https://clientapps.jobadder.com/80133/agriwebb/896807/account-executive,88898893,,,,,,,,AUD,,,101260,glassdoor,https://www.glassdoor.com.au/Salary/Agriwebb-Salaries-E1014250.htm,
Agriwebb,New South Wales,scaleup,mobile app;subscription;saas,http://agriwebb.com,breakout stage,51-200,food,Sydney,"85-93, Commonwealth Street, Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia",Livestock Business Management that moves the industry forward,https://www.linkedin.com/company/agriwebb/,4,,,4.4,15,https://www.glassdoor.com.au/Salary/Agriwebb-Salaries-E1014250.htm,Account Executive,Sales,,,,,,,,Surry Hills,Australia,2026-08-31,https://www.linkedin.com/jobs/view/4457456367/,88532253,,Full-time,Senior,Hybrid,,,,AUD,,,101260,glassdoor,https://www.glassdoor.com.au/Salary/Agriwebb-Salaries-E1014250.htm,2026-08-30
Agriwebb,New South Wales,scaleup,mobile app;subscription;saas,http://agriwebb.com,breakout stage,51-200,food,Sydney,"85-93, Commonwealth Street, Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia",Livestock Business Management that moves the industry forward,https://www.linkedin.com/company/agriwebb/,4,,,4.4,15,https://www.glassdoor.com.au/Salary/Agriwebb-Salaries-E1014250.htm,Customer Success Manager,CSM & Support,Customer Service Manager,,149212,1492,Call or Contact Centre and Customer Service Managers,Customer Service Manager,172132,Sydney,Australia,2026-08-16,https://www.linkedin.com/jobs/view/4452334420/,87820027,,Full-time,Senior,Remote,,70000,90000,AUD,70000,90000,,advert,,2026-08-14
Agriwebb,New South Wales,scaleup,mobile app;subscription;saas,http://agriwebb.com,breakout stage,51-200,food,Sydney,"85-93, Commonwealth Street, Surry Hills, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia",Livestock Business Management that moves the industry forward,https://www.linkedin.com/company/agriwebb/,4,,,4.4,15,https://www.glassdoor.com.au/Salary/Agriwebb-Salaries-E1014250.htm,Customer Support Coordinator,CSM & Support,,,,,,Call or Contact Centre Operator,551131,Surry Hills,Australia,2026-08-13,https://www.linkedin.com/jobs/view/4452335309/,87665839,,Full-time,Junior,Hybrid,Bachelor,65000,75000,AUD,65000,75000,,advert,,
Airtasker,New South Wales,scaleup,commission;marketplace & ecommerce,http://airtasker.com,breakout stage,201-500,real estate;jobs recruitment,Sydney,"Sydney, New South Wales, Australia",An online and mobile marketplace that connects people and businesses with local community members,https://www.linkedin.com/company/airtasker/,4,True,True,3.1,96,https://www.glassdoor.com.au/Salary/Airtasker-Salaries-E979171.htm,"Director of Engineering, Product",Other,,,,,,,,Sydney,Australia,2026-08-31,https://jobs.ashbyhq.com/airtasker/1b1e126d-2c80-4403-b2d4-96ab2d4e6616,88546872,,Full-time,Lead,Hybrid,,,,AUD,,,121478,glassdoor,https://www.glassdoor.com.au/Salary/Airtasker-Salaries-E979171.htm,2026-08-31
Airtasker,New South Wales,scaleup,commission;marketplace & ecommerce,http://airtasker.com,breakout stage,201-500,real estate;jobs recruitment,Sydney,"Sydney, New South Wales, Australia",An online and mobile marketplace that connects people and businesses with local community members,https://www.linkedin.com/company/airtasker/,4,True,True,3.1,96,https://www.glassdoor.com.au/Salary/Airtasker-Salaries-E979171.htm,Product Marketing Specialist,Marketing & Communication,Marketing Specialist,225113,225113,2251,Advertising and Marketing Professionals,Marketing Specialist,221534,Sydney,Australia,2026-08-17,https://jobs.ashbyhq.com/airtasker/9f5fca2e-47f5-462c-8080-939c263bb821,87868060,,Full-time,,Hybrid,,100000,150000,AUD,100000,150000,103000,glassdoor,https://www.glassdoor.com.au/Salary/Airtasker-Salaries-E979171.htm,2026-08-14
Airtasker,New South Wales,scaleup,commission;marketplace & ecommerce,http://airtasker.com,breakout stage,201-500,real estate;jobs recruitment,Sydney,"Sydney, New South Wales, Australia",An online and mobile marketplace that connects people and businesses with local community members,https://www.linkedin.com/company/airtasker/,4,True,True,3.1,96,https://www.glassdoor.com.au/Salary/Airtasker-Salaries-E979171.htm,Senior Mobile Engineer (12 month contract),Android Development,Software Engineer,261313,261313,2613,Software and Applications Programmers,Software Engineer,273333,Sydney,Australia,2026-08-03,https://jobs.ashbyhq.com/airtasker/808abfce-bb47-421f-81e7-49f6af33f558,87198776,,Contract,Senior,Hybrid,,126500,175600,AUD,126500,175600,150000,glassdoor,https://www.glassdoor.com.au/Salary/Airtasker-Salaries-E979171.htm,2026-07-23
Airtasker,New South Wales,scaleup,commission;marketplace & ecommerce,http://airtasker.com,breakout stage,201-500,real estate;jobs recruitment,Sydney,"Sydney, New South Wales, Australia",An online and mobile marketplace that connects people and businesses with local community members,https://www.linkedin.com/company/airtasker/,4,True,True,3.1,96,https://www.glassdoor.com.au/Salary/Airtasker-Salaries-E979171.htm,Senior Software Engineer,Backend development,Software Engineer,261313,261313,2613,Software and Applications Programmers,Software Engineer,273333,Sydney,Australia,2026-07-20,https://jobs.ashbyhq.com/airtasker/9c673176-8d48-4c7e-af79-3fd96ecc5b84,86425780,,Full-time,Senior,Hybrid,,126500,175600,AUD,126500,175600,150000,glassdoor,https://www.glassdoor.com.au/Salary/Airtasker-Salaries-E979171.htm,2026-07-16
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"AirTrunk HQ - North Sydney Director, Electrical Systems",Other,,,,,,,,Sydney,Australia,2026-09-06,https://job-boards.greenhouse.io/airtrunk/jobs/7900890003,88833180,,,Lead,,,,,,,,,,,2026-08-31
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"AirTrunk HQ - North Sydney Manager, Procurement",Logistics,,,,,,,,Sydney,Australia,2026-08-08,https://job-boards.greenhouse.io/airtrunk/jobs/7816824003,87438353,,,,,Bachelor,,,,,,,,,2026-08-06
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,AirTrunk HQ - North Sydney Staff AI & Data Engineer,Data Science & Engineering,Software Engineer,261313,261313,2613,Software and Applications Programmers,Data Engineer,223233,Sydney,Australia,2026-07-09,https://job-boards.greenhouse.io/airtrunk/jobs/7796557003,85778222,,,Lead,,,,,,,,,,,2026-07-06
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,AirTrunk HQ - North Sydney Staff AI & Data Engineer,Data Science & Engineering,Software Engineer,261313,261313,2613,Software and Applications Programmers,Data Engineer,223233,Sydney,Australia,2026-06-18,https://job-boards.greenhouse.io/airtrunk/jobs/7728055003,84869899,,,Lead,,,,,,,,,,,2026-06-16
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,AirTrunk HQ - North Sydney Technical Services Manager,Other,,,,,,,,Sydney,Australia,2026-06-17,https://job-boards.greenhouse.io/airtrunk/jobs/7693100003,84820004,,,,,,,,,,,,,,2026-06-16
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"Associate Director, Security Programs & Assurance New Melbourne, Victoria, Australia",Other,,,,,,,,Melbourne,Australia,2026-08-07,https://job-boards.greenhouse.io/airtrunk/jobs/7818475003,87392394,,,Junior,,Master,,,,,,,,,2026-08-06
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Contracts Manager (Operations),Project Management,,,,,,,,North Sydney,Australia,2026-06-21,https://www.linkedin.com/jobs/view/4430924999/,85069102,,Full-time,,,Bachelor,,,,,,,,,
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Cost Manager New AirTrunk HQ - North Sydney,Other,,,,,,Quantity Surveyor,241932,Sydney,Australia,2026-08-11,https://job-boards.greenhouse.io/airtrunk/jobs/7810510003,87549752,,,,,,,,,,,,,,2026-08-10
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"Cybersecurity Specialist, OT New Melbourne, Victoria, Australia",Other,,,,,,,,Melbourne,Australia,2026-06-25,https://job-boards.greenhouse.io/airtrunk/jobs/7775613003,85202610,,,,,Certification,,,,,,,,,2026-06-24
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Design Manager New Western Sydney,Design,,,,,,,,Sydney,Australia,2026-08-20,https://job-boards.greenhouse.io/airtrunk/jobs/7813428003,87988047,,,,,Bachelor,,,,,,,,,2026-08-19
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"Director, Water Infrastructure Strategy",Project Management,,,,,,,,Sydney,Australia,2026-08-30,https://www.linkedin.com/jobs/view/4459169438/,88501317,,Full-time,Lead,,,,,,,,,,,2026-08-30
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"Director, Water Infrastructure Strategy",Project Management,,,,,,,,Melbourne,Australia,2026-08-30,https://www.linkedin.com/jobs/view/4459692273/,88508787,,Full-time,Lead,,,,,,,,,,,2026-08-30
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Electrical Systems Specialist,Other,,,,,,,,Sydney,Australia,2026-08-28,https://www.linkedin.com/jobs/view/4459166442/,88413074,,Full-time,,,,,,,,,,,,
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,High Voltage Site Engineer,Other,,,,,,,,Sydney,Australia,2026-09-03,https://www.linkedin.com/jobs/view/4462109837/,88670111,,Full-time,,,Bachelor,,,,,,,,,
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,High Voltage Site Engineer New Western Sydney,Other,,,,,,,,Sydney,Australia,2026-09-04,https://job-boards.greenhouse.io/airtrunk/jobs/7983006003,88721567,,,,,Bachelor,,,,,,,,,2026-09-02
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Maintenance Coordinator New Western Sydney,Other,,,,,,,,Sydney,Australia,2026-09-04,https://job-boards.greenhouse.io/airtrunk/jobs/7982672003,88721598,,,,,Bachelor,,,,,,,,,2026-09-02
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"Manager, Procurement",Logistics,,,,,,,,North Sydney,Australia,2026-08-14,https://www.linkedin.com/jobs/view/4448729202/,87715929,,Full-time,,,Bachelor,,,,,,,,,
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Melbourne Building Services Manager,Other,,,,,,,,Melbourne,Australia,2026-08-05,https://job-boards.greenhouse.io/airtrunk/jobs/7812407003,87260843,,,,,,,,,,,,,,2026-08-04
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"Melbourne, Victoria, Australia Director, Water Infrastructure Strategy",Other,,,,,,,,Melbourne,Australia,2026-08-30,https://job-boards.greenhouse.io/airtrunk/jobs/7978961003,88488527,,,Lead,,,,,,,,,,,2026-08-27
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Procurement Manager,Logistics,Procurement Manager,133612,133612,1336,"Supply, Distribution and Procurement Managers",Procurement Manager,133231,Sydney,Australia,2026-09-11,https://www.linkedin.com/jobs/view/4465601800/,89050630,,Full-time,,,Bachelor,,,,,,,,,2026-09-11
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Project Manager New Western Sydney,Project Management,,,,,,,,Sydney,Australia,2026-08-07,https://job-boards.greenhouse.io/airtrunk/jobs/7812481003,87388696,,,,,Bachelor,,,,,,,,,2026-08-05
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Quality Manager,Project Management,,,,,,,,Sydney,Australia,2026-09-12,https://www.linkedin.com/jobs/view/4465609379/,89128440,,Full-time,,,,,,,,,,,,2026-09-11
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"Senior Manager, Commercial Portfolio Performance New AirTrunk HQ - North Sydney",Finance,,,,,,,,Sydney,Australia,2026-06-16,https://job-boards.greenhouse.io/airtrunk/jobs/7762041003,84770927,,,Senior,,Bachelor,,,,,,,,,2026-06-15
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Senior Services & Commissioning Manager New AirTrunk HQ - North Sydney,Full-stack development,,,,,,,,Sydney,Australia,2026-08-26,https://job-boards.greenhouse.io/airtrunk/jobs/7847808003,88245437,,,Senior,,,,,,,,,,,2026-08-26
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Senior Solutions Engineer,Business Development,,,,,,,,Sydney,Australia,2026-08-28,https://www.linkedin.com/jobs/view/4460177977/,88472081,,Full-time,Senior,,Bachelor;Diploma,,,,,,,,,
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Service & Commissioning Manager New AirTrunk HQ - North Sydney,Full-stack development,,,,,,,,Sydney,Australia,2026-08-26,https://job-boards.greenhouse.io/airtrunk/jobs/7900055003,88245423,,,,,,,,,,,,,,2026-08-26
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Service Delivery Coordinator,Human Resources,,,,,,,,Sydney,Australia,2026-09-05,https://www.linkedin.com/jobs/view/4462804773/,88814669,,Full-time,,,,,,,,,,,,
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Service Delivery Coordinator New Western Sydney,Human Resources,,,,,,,,Sydney,Australia,2026-09-04,https://job-boards.greenhouse.io/airtrunk/jobs/7981478003,88721616,,,,,,,,,,,,,,2026-09-03
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,"Service Delivery Manager New Melbourne, Victoria, Australia",CSM & Support,,,,,,,,Melbourne,Australia,2026-08-07,https://job-boards.greenhouse.io/airtrunk/jobs/7816854003,87392349,,,,,,,,,,,,,,2026-08-06
AirTrunk,New South Wales,scaleup,artificial intelligence;big data;machine learning;iot internetofthings;subscription;saas,https://www.airtrunk.com/,late stage,501-1000,telecom;hosting,Sydney,"Pacific Highway, 2060 Sydney, New South Wales, Australia",Hyperscale data campuses delivering efficient cloud infrastructure,https://www.linkedin.com/company/airtrunk/,61,,,,,,Team Assistant,Other,,,,,,,,Sydney,Australia,2026-06-24,https://www.linkedin.com/jobs/view/4431653408/,85156921,,Full-time,Junior,,,,,,,,,,,
