Company name,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
VeriConneX,startup,commission;saas,https://www.vericonnex.com,early stage,2-10,energy,Melbourne,"140 Bourke, 140, Bourke Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Automated grid compliance for renewable energy projects,https://www.linkedin.com/company/vericonnex/,https://ecosystem.innovationvictoria.com/companies/vericonnex,0,,
Verifier,scaleup,marketplace & ecommerce,http://www.verifier.me/,early stage,11-50,legal;fintech,Melbourne,"517, Saint Kilda Road, 3004 Melbourne, Australia",Provides you and your potential lender or real estate agent with a way to verify your employment and income effectively,https://www.linkedin.com/company/verifierme/,https://ecosystem.innovationvictoria.com/companies/verifier,0,,
VerifyChain,startup,blockchain;commission;saas;manufacturing,https://www.verifychain.io,early stage,2-10,security,Melbourne,"3133 Melbourne, Australia",Developing new identity products and services using blockchain technology,https://www.linkedin.com/company/verifychain/,https://ecosystem.innovationvictoria.com/companies/verifychain_pty_ltd,0,,
Verocloud,startup,subscription;saas,http://verocloud.com.au,early stage,1,security,Melbourne,"Melbourne, VIC 3000, AU",Cloud training and consulting services,https://www.linkedin.com/company/verocloud/,https://ecosystem.innovationvictoria.com/companies/verocloud,0,,
VERSA Connects,startup,artificial intelligence;subscription;saas,https://teamversa.ai,early stage,11-50,enterprise software,Melbourne,"South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",Advanced Digital Workforces built on conversational AI,https://www.linkedin.com/company/team-versa-ai/,https://ecosystem.innovationvictoria.com/companies/versa_connects,1,,
Versa Robes,,,http://versarobes.com.au,early stage,,home living,Melbourne,"Point Cook, Melbourne, City of Wyndham, Victoria, 3030, Australia",Custom Wardrobes Melbourne: Built In & Walk in Wardrobes - Versa Robes,,https://ecosystem.innovationvictoria.com/companies/versa_robes,0,,
Verso Learning,scaleup,,https://clarify-ed.com,early stage,2-10,education,Melbourne,"3000 Melbourne, Australia",,https://www.linkedin.com/company/verso-learning/,https://ecosystem.innovationvictoria.com/companies/verso_learning,0,,
Vertex 360 Software Solutions,startup,subscription;saas,http://vertex360.io,early stage,11-50,legal,Melbourne,"22 - 30, Wallace Avenue, Point Cook, Melbourne, City of Wyndham, Victoria, 3030, Australia","Vertex360 is the best NDIS software for small providers which saves your time by managing, following & reporting on client's budgets & goals",https://www.linkedin.com/company/vertex-360-software-solutions/,https://ecosystem.innovationvictoria.com/companies/vertex_360_software_solutions,0,,
Vertic,scaleup,subscription;saas,http://vertic.by,early stage,11-50,enterprise software,Melbourne,"3186 Melbourne, Australia","Advanced Salesforce solutions enhancing team scheduling, customer engagement, and service delivery insights",https://www.linkedin.com/company/vertic-australia/,https://ecosystem.innovationvictoria.com/companies/vertic_1,0,,
Vertical Matters,scaleup,saas,http://www.verticalmatters.com,early stage,1,legal;enterprise software,Melbourne,"Frankston-Dandenong Road, Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia","Provider of mobile application, and traffic management. The company operates within the industries of application software, software development applications, and business/productivity software",https://www.linkedin.com/company/vertical-matters-mqms/,https://ecosystem.innovationvictoria.com/companies/vertical_matters,0,,
Verve,startup,commission;marketplace & ecommerce,http://www.vervesuper.com.au,early stage,2-10,fintech,Melbourne,"Collins Street, Victoria Harbour, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia","Australia's first ethical super fund for women, led by women",https://www.linkedin.com/company/vervesuper/,https://ecosystem.innovationvictoria.com/companies/verve_super,0,,
Vervoe,startup,subscription,http://vervoe.com,early stage,11-50,jobs recruitment,Melbourne,"162, Collins Street, 3000 Melbourne, Australia","An intelligent hiring platform that uncovers hidden talent through real-world tests, tasks and tools designed by leading industry experts",https://www.linkedin.com/company/vervoe-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/vervoe,2,,
Vesparum Capital,scaleup,commission;saas,http://vesparum.com,early stage,11-50,fintech,Melbourne,"Exhibition Street, 3000 Melbourne, Australia",Optimizing capital raising for public and private companies using proprietary technology,https://www.linkedin.com/company/vesparum/,https://ecosystem.innovationvictoria.com/companies/vesparum_capital,1,,
Vestur,startup,artificial intelligence;saas,http://vestur.io,early stage,2-10,fashion;marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered personal styling and fashion shopping application,https://www.linkedin.com/company/vesturapp/,https://ecosystem.innovationvictoria.com/companies/vestur_1,0,,
VetCheck,scaleup,marketplace & ecommerce,https://vetcheck.it/,early stage,11-50,health,Melbourne,"Queen Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Veterinary software enhancing practice efficiency with digital tools for client engagement and streamlined workflows,https://www.linkedin.com/company/vetcheck/,https://ecosystem.innovationvictoria.com/companies/vetcheck,0,,
VetMate Tech,startup,subscription;saas,https://www.vetmate.io,early stage,,health,Melbourne,"Beaconsfield Upper, Melbourne, Shire of Cardinia, Victoria, 3808, Australia",Digital anaesthetic record-keeping platform designed by veterinary nurses for efficient data management,,https://ecosystem.innovationvictoria.com/companies/vet_mate_tech,0,,
VHM,scaleup,commission;manufacturing,https://vhmltd.com.au,early stage,11-50,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Global supplier of high-quality zircon and rare earth products from the Goschen Project in Australia,https://www.linkedin.com/company/vhmlimited/,https://ecosystem.innovationvictoria.com/companies/vhm_1_1,0,,
VIAA PTY LTD,startup,,http://viaa.so,early stage,2-10,,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia",Intelligent virtual assistance solutions enhancing e-commerce customer support and operational efficiency,https://www.linkedin.com/company/viaa-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/viaa_pty_ltd,0,,
ViaPay,startup,artificial intelligence;commission;saas,http://viapay.com.au,early stage,2-10,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Focus on automating financial operations to prevent revenue loss and enhance efficiency,https://www.linkedin.com/company/viapayau/,https://ecosystem.innovationvictoria.com/companies/viapay,0,,
VibeDate,startup,,http://www.vibedate.com.au,early stage,1,dating,Melbourne,"3000 Melbourne, Australia",A service that creates unique and personalised dating experiences for any occasion,https://www.linkedin.com/company/vibedate/,https://ecosystem.innovationvictoria.com/companies/vibedate,0,,
Victoria Power Networks | CitiPower and Powercor,,,http://powercor.com.au,late stage,1001-5000,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Comprehensive energy solutions for safe, affordable, and reliable power supplies with insights on solar, storage, and electric vehicles",https://www.linkedin.com/company/citipower-and-powercor/,https://ecosystem.innovationvictoria.com/companies/victoria_power_networks_citipower_and_powercor,19,,
Victorian American Imports,scaleup,,http://americanautomotiveaustralia.com,early stage,2-10,transportation,Traralgon East,"Standing Drive, Traralgon East, City of Latrobe, Victoria, 3844, Australia",American Car Dealers in Australia,https://www.linkedin.com/company/victorian-american-imports/,https://ecosystem.innovationvictoria.com/companies/victorian_american_imports,0,,
Victorian Cancer Biobank,scaleup,,http://viccancerbiobank.org.au,early stage,11-50,health,Melbourne,"615 St Kilda Rd, Melbourne, Victoria 3004, AU",Victorian Cancer Biobank – The largest consortium of tissue banks,https://www.linkedin.com/company/victorian-cancer-biobank/,https://ecosystem.innovationvictoria.com/companies/victorian_cancer_biobank,0,,
VidCorp,scaleup,,http://vidcorp.com,early stage,2-10,media,Melbourne,"Duke Street, Windsor, Victoria AU","Online video hosting, distribution & engagement platform that enables effective communications",https://www.linkedin.com/company/vidcorp/,https://ecosystem.innovationvictoria.com/companies/vidcorp,0,,
VideoMyJob,scaleup,,https://videomy.co,early stage,11-50,health,Melbourne,"31, Queen Street, 3000 Melbourne, Australia","Provider of an online video platform intended to create video job ads. The company's platform specializes in creating video job ads that helps recruitment consultants and hiring managers to engage job seekers and connect with the right talent, enabli",https://www.linkedin.com/company/videomyjob/,https://ecosystem.innovationvictoria.com/companies/videomyjob,0,,
Vidversity,startup,subscription;saas,http://vidversity.com,early stage,2-10,media;education,Melbourne,"343, Little Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Authoring platform for custom video-based interactive learning,https://www.linkedin.com/company/vidversity/,https://ecosystem.innovationvictoria.com/companies/vidversity,0,,
Vieple,scaleup,iot internetofthings;subscription;saas,http://www.vieple.com,early stage,2-10,jobs recruitment,Melbourne,"3141 Melbourne, Australia",Global Leader in Video Interviewing Technology,https://www.linkedin.com/company/vieple/,https://ecosystem.innovationvictoria.com/companies/vieple,0,,
View Media Group,startup,advertising;saas,https://viewmediagroup.com.au/,breakout stage,201-500,real estate,Melbourne,"Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia",Australian real estate ecosystem for property transactions,https://www.linkedin.com/company/viewmediagroup/,https://ecosystem.innovationvictoria.com/companies/view_media_group,0,,
Viewa,startup,subscription,http://viewa.com,early stage,2-10,marketing,Melbourne,"44 Lakeview Dr, Scoresby, Victoria 3179, AU",Viewa App allows companies to enhance marketing campaigns by using Augmented Reality (AR) to make printed media come to life,https://www.linkedin.com/company/viewaapp/,https://ecosystem.innovationvictoria.com/companies/viewa,0,,
ViewDS Identity Solutions,scaleup,iot internetofthings;subscription;saas,http://viewds.com,early stage,2-10,security;enterprise software,Melbourne,"Kew, Melbourne, City of Boroondara, Victoria, 3101, Australia",ViewDS specializes in cloud identity management solutions,https://www.linkedin.com/company/viewds/,https://ecosystem.innovationvictoria.com/companies/viewds,0,,
Viewscape Pty Ltd,scaleup,selling own inventory;manufacturing,http://viewscape.com.au,early stage,11-50,home living,Melbourne,"Bayswater, Station Street, Bayswater, Melbourne, City of Knox, Victoria, 3153, Australia",Best quality blinds at the right price,https://www.linkedin.com/company/viewscape-window-furnituring-manfacturer/,https://ecosystem.innovationvictoria.com/companies/viewscape_pty_ltd,0,,
Vimi,startup,,https://www.vimi.com.au,early stage,2-10,media,Melbourne,"North Melbourne, Melbourne, City of Melbourne, Victoria, 3051, Australia","Vimi is an online video production company which allows customers to create agency-level marketing videos at a fifth of the price. The company aims to empower business owners to create marketing videos that are scalable, affordable and effective",https://www.linkedin.com/company/vimiofficial/,https://ecosystem.innovationvictoria.com/companies/vimi_,0,,
Vinomofo,scaleup,subscription;marketplace & ecommerce,http://vinomofo.com,breakout stage,51-200,food,Melbourne,"Ingles Street, 3207 Melbourne, Australia","Vinomofo is all about good wine, real people, and the most epic wine deals on the planet",https://www.linkedin.com/company/vinomofo/,https://ecosystem.innovationvictoria.com/companies/vinomofo,0,,
VIP Gloves,startup,manufacturing,http://vipglove.com.my,early stage,2-10,health,Melbourne,"Melbourne, Australia",High-quality disposable nitrile gloves for diverse industrial applications,https://www.linkedin.com/company/vipglove/,https://ecosystem.innovationvictoria.com/companies/vip_gloves,0,,
Viral Ventures,startup,,https://theviralgroupglobal.com,early stage,11-50,travel;event tech,Melbourne,"Little Collins Street, 3000 Melbourne, Australia",A group of brands within the hospitality and events space,https://www.linkedin.com/company/viralventures/,https://ecosystem.innovationvictoria.com/companies/viral_ventures,0,,
Vireo Energy (Hydrogen),startup,subscription;saas,https://www.vireo.energy,early stage,2-10,energy,Melbourne,"East Melbourne, Melbourne, City of Melbourne, Victoria, 3002, Australia",Vireo Energy is a provider of a real-time supervisory control platform for green hydrogen production facilities,https://www.linkedin.com/company/vireo-energy/,https://ecosystem.innovationvictoria.com/companies/vireo_energy_hydrogen_,0,,
Virgo Australia,startup,blockchain;commission,http://virgo.co,early stage,2-10,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Safe, easy, and affordable crypto trading with competitive pricing, 0 commission fees, and 24/7 concierge service",https://www.linkedin.com/company/virgo-australia/,https://ecosystem.innovationvictoria.com/companies/virgo_australia,0,,
Viridian Renewable Technology,startup,subscription;manufacturing,http://viridianrenewable.tech,early stage,2-10,food,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Insect-based products for sustainable agriculture and waste management, enhancing protein and nutrient recycling",https://www.linkedin.com/company/viridian-renewable-technology/,https://ecosystem.innovationvictoria.com/companies/viridianrenewable,0,,
Virtetic,startup,virtual reality;commission;saas,https://www.virtetic.com.au/,early stage,11-50,health,Melbourne,"Parkville, Melbourne, City of Melbourne, Victoria, Australia",Developing game-based virtual reality therapeutics for people living with limb loss,https://www.linkedin.com/company/virtetic/,https://ecosystem.innovationvictoria.com/companies/virtetic,0,,
Virtual Accident,scaleup,advertising;saas,http://www.virtuala.com.au,early stage,2-10,education;enterprise software,Melbourne,"Glen Waverley, Kingsway, Glen Waverley, Melbourne, City of Monash, Victoria, 3150, Australia",E-learning solutions enhancing health and safety training with interactive modules and customizable content,https://www.linkedin.com/company/virtual-accident/,https://ecosystem.innovationvictoria.com/companies/virtual_accident,0,,
Virtual Clinic Assist,startup,saas,https://www.virtualclinicassist.com,early stage,1,health;enterprise software,Melbourne,"Seabrook, Melbourne, City of Hobsons Bay, Victoria, 3028, Australia",Virtual Clinic Assist is a virtual healthcare administration solution developed for private practice healthcare clinics,https://www.linkedin.com/company/virtual-clinic-assist/,https://ecosystem.innovationvictoria.com/companies/virtual_clinic_assist,0,,
Virtual Content Group,startup,,http://www.virtualcontentgroup.com,early stage,1,health,Melbourne,"31, Queen Street, 3000 Melbourne, Australia","A leading VR content companies with a large international network of clients, partners and offices",https://www.linkedin.com/company/virtual-content-group-vcg-/,https://ecosystem.innovationvictoria.com/companies/virtual_content_group,0,,
Virtual Piano Academy,startup,mobile app;advertising,http://virtualpianoacademy.co,early stage,1,education,Melbourne,"3000 Melbourne, Australia",Boutique online piano school offering personalized classical lessons for busy adults,https://www.linkedin.com/company/virtualpianoacademy/,https://ecosystem.innovationvictoria.com/companies/virtual_piano_academy_affectionately_called_vpa_,0,,
VirtualAssistant.com.au,startup,saas,http://virtualassistant.com.au,early stage,,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered virtual receptionist for service businesses.,https://www.linkedin.com/company/virtualassistant-com-au/,https://ecosystem.innovationvictoria.com/companies/virtualassistant_com_au,0,,
Virtualex,scaleup,virtual reality;augmented reality,https://virtualex.com.au,early stage,,media,,"Melbourne VIC, Australia",Virtual and Augmented Reality Development - Virtualex,,https://ecosystem.innovationvictoria.com/companies/virtualex,0,,
Vis-CAT,startup,,https://viscat.com.au/,early stage,2-10,health;education,Melbourne,"Bentleigh, Caulfield-Frankston Rail Trail, Bentleigh, Melbourne, City of Glen Eira, Victoria, 3204, Australia",Early assessment of visual processing to improve learning outcomes,https://www.linkedin.com/company/viscat/,https://ecosystem.innovationvictoria.com/companies/vis_cat,0,,
Visibuild,startup,subscription;saas,https://visibuild.com,early stage,11-50,real estate;enterprise software,Melbourne,"The Commons, 3, Albert Coates Lane, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Powering construction through real-time data,https://www.linkedin.com/company/visibuild-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/visibuild,1,,
Vision-grid,startup,artificial intelligence;commission;saas,http://vision-grid.com,early stage,11-50,enterprise software,Melbourne,"360, Elizabeth Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Vision helps you plan for the decarbonised and decentralised grid of the future,https://www.linkedin.com/company/vision-grid/,https://ecosystem.innovationvictoria.com/companies/vision_grid,0,,
Visionics,startup,selling own inventory;manufacturing,,early stage,2-10,engineering and manufacturing equipment,Melbourne,"Waverly Country Club, Rowville, Melbourne, City of Knox, Victoria, Australia","Visionics provides metrology solutions for industry, ranging from optical inspection through to environmental sensing",https://www.linkedin.com/company/visionicsptyltd/,https://ecosystem.innovationvictoria.com/companies/visionics_1,0,,
VisionPulse,startup,selling own inventory;manufacturing,http://visionpulse-medtech.com,early stage,2-10,health,Melbourne,"Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia","Dual monitoring device for Diabetic Retinopathy, integrating OCT and fundus camera for comprehensive retinal health analysis",https://www.linkedin.com/company/vision-pulse/,https://ecosystem.innovationvictoria.com/companies/visionpulse,0,,
VisionSens,startup,deep tech;autonomous & sensor tech;selling own inventory;manufacturing,http://visionsens.com,early stage,,semiconductors,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",High-performance vision sensors enabling autonomous technology with multi-mode imaging capabilities,,https://ecosystem.innovationvictoria.com/companies/visionsens,0,,
Visualcoaching,,,http://www.visualcoaching.com,early stage,2-10,health;education,Melbourne,"3000 Melbourne, Australia","A software platform so Team Coaches, Strength & Conditioning Staff, Teachers and Medical Practitioners can create & distribute training and rehabilitation interventions",https://www.linkedin.com/company/visualcoaching,https://ecosystem.innovationvictoria.com/companies/visualcoaching,0,,
Vita Energy,startup,subscription;saas,https://vitaenergysolutions.com/,early stage,,food;energy,Kialla,"Kialla, City of Greater Shepparton, Victoria, 3631, Australia",Presenting an Energy Management Platform empowered by IoT technology,https://www.linkedin.com/company/vita-energy-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/vita_energy,0,,
Vita Group,,hardware;subscription;manufacturing,http://vitagroup.com.au,breakout stage,201-500,telecom,Melbourne,"Albion, Albion station underpass, Albion, Melbourne, City of Brimbank, Victoria, 3022, Australia",A leading Australian retailer that has provided personalised service and value to customers for more than 25 years,https://www.linkedin.com/company/vita-group-limited/,https://ecosystem.innovationvictoria.com/companies/vita_group,0,,
Vital Software,,subscription,https://vitalsoftware.com.au,early stage,2-10,security;hosting,Melbourne,"3000 Melbourne, Australia","Vital Software is web-based, mobile compatible, and can be tailored to the specific hosting and security environments of its end-users",https://www.linkedin.com/company/vitalsoftware/,https://ecosystem.innovationvictoria.com/companies/vital_software,0,,
Vitaligent,scaleup,subscription,http://vitaligent.com,breakout stage,51-200,food,Melbourne,"3168 Melbourne, Australia","Vitaligent focused on promoting health and happiness in their communities through blending fresh smoothies, and healthy meal options",https://www.linkedin.com/company/vitaligent/,https://ecosystem.innovationvictoria.com/companies/vitaligent,0,,
Vitasora Health,scaleup,saas,https://vitasorahealth.com.au,early stage,11-50,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Full-service Connected Care Management with multi-device monitoring, AI-powered decision making, and virtual clinic support for providers",https://www.linkedin.com/company/vitasora-health/,https://ecosystem.innovationvictoria.com/companies/vitasora_health,0,,
Vitrafy Life Sciences,startup,commission;manufacturing,http://vitrafy.com,breakout stage,11-50,health,Melbourne,"96-100, Albert Road, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",Developing cryopreservation solutions for preserving biological materials like blood platelets and cells used in medical treatments,https://www.linkedin.com/company/vitrafy-life-sciences/,https://ecosystem.innovationvictoria.com/companies/vitrafy_life_sciences,2,,
Vittail Ltd,startup,,https://www.vittail.com/,early stage,2-10,health,Melbourne,"Tooronga, Milton Parade, Malvern, Melbourne, City of Stonnington, Victoria, 3144, Australia",Developing Novel Solutions To Treat Human Papilloma Virus-Related Cancers and Prostate Cancer,https://www.linkedin.com/company/vittail-ltd/,https://ecosystem.innovationvictoria.com/companies/vittail_ltd,0,,
Vitura Health,startup,commission,https://www.vitura.com.au/,breakout stage,51-200,health,Melbourne,"299, Toorak Road, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia","Medicinal cannabis products and digital health solutions connecting patients, prescribers, pharmacists and suppliers",https://www.linkedin.com/company/viturahealth/,https://ecosystem.innovationvictoria.com/companies/vitura_health,4,,
vivaLAB,startup,artificial intelligence;big data;subscription;marketplace & ecommerce,http://vivalab.health,early stage,2-10,health;wellness beauty,Melbourne,"Elizabeth Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Engineering the Future of Precision Longevity | Leveraging Proprietary Multi-Omic Data & AI to Prevent Chronic Disease,https://www.linkedin.com/company/vivalab/,https://ecosystem.innovationvictoria.com/companies/vivalab,0,,
VivaZome,startup,,http://www.vivazome.com,early stage,2-10,health,Melbourne,"Bundoora, Melbourne, City of Banyule, Victoria, Australia",VivaZome Therapeutics – Novel biological therapies for serious diseases,https://www.linkedin.com/company/vivazome-therapeutics/,https://ecosystem.innovationvictoria.com/companies/vivazome,0,,
Vivi,scaleup,saas,https://www.vivi.io/,breakout stage,201-500,telecom;education,Melbourne,"Oxford Street, South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia",Wireless Screen Mirroring for the Modern Classroom,https://www.linkedin.com/company/vivieducation/,https://ecosystem.innovationvictoria.com/companies/vivi_io,5,,
Vividas,,commission,http://vividas.com,early stage,2-10,media,Melbourne,"Melbourne, Australia","Focused on delivering cost effective, secure, and professional quality live, on-demand and interactive video streaming capabilities",https://www.linkedin.com/company/vividas/,https://ecosystem.innovationvictoria.com/companies/vividas,0,,
VividWhite,startup,selling own inventory;manufacturing,https://vividwhite.com.au,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia",Microfluidic implants for glaucoma management and eye health,https://www.linkedin.com/company/vividwhite/,https://ecosystem.innovationvictoria.com/companies/vividwhite,0,,
VivoPharm Pty,,subscription,http://vivopharm.com.au,early stage,11-50,health,Melbourne,"Bundoora, Melbourne, City of Banyule, Victoria, Australia",Integrated preclinical services for biotechnology and pharmaceutical industries,https://www.linkedin.com/company/vivopharm-pty-ltd,https://ecosystem.innovationvictoria.com/companies/vivopharm_pty,0,,
Vizory.co,startup,saas,http://vizory.co,early stage,,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered board pack analysis for director clarity.,https://www.linkedin.com/company/vizory-co/,https://ecosystem.innovationvictoria.com/companies/vizory_co,0,,
Viztrade,startup,subscription;saas,https://viztrade.com,early stage,2-10,marketing,Geelong,"6 Brougham St, Geelong, Victoria 3220, AU",Helping media owners grow their advertising revenue through self-serve and automation,https://www.linkedin.com/company/viztrade/,https://ecosystem.innovationvictoria.com/companies/viztrade,0,,
vkonnect,scaleup,subscription;saas,http://vkonnect.com.au,early stage,2-10,jobs recruitment,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Connecting Australian businesses with skilled remote teams from Sri Lanka to reduce costs and boost productivity,https://www.linkedin.com/company/vkonnect/,https://ecosystem.innovationvictoria.com/companies/vkonnect_1,0,,
Vocalizr,scaleup,marketplace & ecommerce,http://vocalizr.com,early stage,2-10,music,Melbourne,"3000 Melbourne, Australia",Online marketplace for music producers & vocalists,https://www.linkedin.com/company/vocalizr/,https://ecosystem.innovationvictoria.com/companies/vocalizr,0,,
Voice of Health,startup,,http://voiceofhealth.com.au,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Preventative mental health company that has developed a platform which removes the barriers to get mental health support,https://www.linkedin.com/company/voiceofhealth/,https://ecosystem.innovationvictoria.com/companies/voiceofhealth,0,,
Voiceflow,startup,subscription;saas,http://voiceflow.com.au,early stage,2-10,telecom,Melbourne,"3122 Melbourne, Australia",We pride ourselves on delivering personalized service and support that others won’t offer,http://www.linkedin.com/company/voiceflow-com-au,https://ecosystem.innovationvictoria.com/companies/voiceflow_1,0,,
Vokals,startup,subscription;saas,http://vokals.ai,early stage,2-10,marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered chatbot platform enhancing customer engagement and operational efficiency for businesses of all sizes,https://www.linkedin.com/company/vokals/,https://ecosystem.innovationvictoria.com/companies/vokals,0,,
Volantbadminton,startup,selling own inventory;manufacturing,http://volantbadminton.com,early stage,2-10,fashion;sports,Melbourne,"Carnegie, Melbourne, City of Glen Eira, Victoria, 3163, Australia",Badminton apparel and equipment brand based in Australia,https://www.linkedin.com/company/volantbadminton/,https://ecosystem.innovationvictoria.com/companies/volantbadminton,0,,
VOLI,startup,subscription;saas,http://voli.global,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","VOLI is a catalyst for corporate impact, empowering employees to drive CSR/ESG outcomes by connecting, rewarding, and measuring efforts in fundraising, blood donations, and volunteerism",https://www.linkedin.com/company/voli-now/,https://ecosystem.innovationvictoria.com/companies/voli_1,0,,
Vollie,scaleup,saas,https://www.vollie.com.au/,early stage,2-10,jobs recruitment;enterprise software,Melbourne,"St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia",Vollie unlocks a new style of skills-based remote volunteering,https://www.linkedin.com/company/vollie/,https://ecosystem.innovationvictoria.com/companies/vollie,0,,
VolStreet,startup,commission,https://volstreet.com.au/,early stage,1,transportation,Melbourne,"3181 Melbourne, Australia","Online platform for buying new cars with volume discounts, avoiding traditional dealership processes",https://www.linkedin.com/company/volstreet/,https://ecosystem.innovationvictoria.com/companies/volstreet_pty,0,,
Volt Farmer,startup,,http://www.voltfarmer.com.au,early stage,1,fintech;food,Melbourne,"Mornington, Melbourne, Shire of Mornington Peninsula, Victoria, 3931, Australia","Clean Energy Farm Developer (Renewable Energy, Economic Development, Environmental & Social Capital)",https://www.linkedin.com/company/volt-farmer/,https://ecosystem.innovationvictoria.com/companies/volt_farmer,0,,
Volt Solar Tile,startup,hardware;manufacturing,http://volt-tile.com,early stage,2-10,energy,Melbourne,"Dover Street, Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia",Concealed Elegance Powered by the Sun,https://www.linkedin.com/company/volt-solar-tile/,https://ecosystem.innovationvictoria.com/companies/volt_tile,0,,
VoltaRocks,startup,mobile app;connected device;big data;artificial intelligence;subscription;marketplace & ecommerce;saas,https://www.voltarocks.com/,early stage,11-50,energy;home living,Geelong,"Geelong, City of Greater Geelong, Victoria, 3220, Australia","Volta provides a comprehensive view of your consumption habits, enabling you to select the most suitable energy plan",https://www.linkedin.com/company/voltarocks/,https://ecosystem.innovationvictoria.com/companies/voltarocks,0,,
Voltavate,startup,hardware;deep tech;commission;manufacturing,http://voltavate.com,early stage,2-10,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Battery Manufacturing Platform,https://www.linkedin.com/company/voltavate/,https://ecosystem.innovationvictoria.com/companies/voltavate,0,,
VoltMind,startup,artificial intelligence;subscription;saas,http://voltmind.ai,early stage,2-10,energy,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Model-free AI solutions for dynamic operating envelopes and smart meter analytics,https://www.linkedin.com/company/voltmind/,https://ecosystem.innovationvictoria.com/companies/voltmind,0,,
Voral AI,startup,saas,https://voral.ai/,early stage,2-10,health,Springvale,"Springvale, Lightwood Road, Springvale, City of Greater Dandenong, Victoria, 3171, Australia",AI voice agent for Australian healthcare practices.,https://www.linkedin.com/company/voral-ai/,https://ecosystem.innovationvictoria.com/companies/voral_ai,0,,
Vortair,startup,commission;manufacturing,https://www.vortair.com.au/,early stage,,energy,Melbourne,"Briar Hill, Melbourne, City of Banyule, Victoria, 3088, Australia",Advanced autogenous grinding systems for efficient waste material processing and optimized food and powder production,,https://ecosystem.innovationvictoria.com/companies/vortair,0,,
Vove.Ai,startup,artificial intelligence;saas,https://www.aecassistant.com.au/,early stage,2-10,real estate;enterprise software,Dingley Village,"Dingley Village, City of Kingston, Victoria, 3172, Australia",AI-powered construction compliance and standards platform,https://www.linkedin.com/company/aec-assistant/,https://ecosystem.innovationvictoria.com/companies/vove_ai,0,,
Voxenta Health,startup,saas,http://voxentahealth.com,early stage,1,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered clinical notes and billing optimization.,https://www.linkedin.com/company/voxenta-health/,https://ecosystem.innovationvictoria.com/companies/voxenta_health,0,,
Vozi,startup,artificial intelligence;saas,https://vozi.com.au,early stage,1,enterprise software,,"Victoria, Australia",AI-powered voice receptionist for Australian businesses,https://www.linkedin.com/company/vozi-australian-voice-ai/,https://ecosystem.innovationvictoria.com/companies/vozi_1,0,,
