Company name,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
1000 Mile Travel Group,scaleup,commission;marketplace & ecommerce,https://1000miletravel.com.au,early stage,51-200,travel,Melbourne,"130, Hoddle Street, Abbotsford, Melbourne, City of Yarra, Victoria, 3067, Australia",Leading travel host agency comprising a global community of best-in-class travel experts,https://www.linkedin.com/company/1000-mile-travel-group/,https://ecosystem.innovationvictoria.com/companies/1000_mile_travel,0,,
10collective,scaleup,saas,https://rxpservices.com,breakout stage,51-200,enterprise software,Melbourne,"31, Queen Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Branding and digital marketing solutions enhancing visibility and growth across diverse industries,https://www.linkedin.com/company/rxpgroup/,https://ecosystem.innovationvictoria.com/companies/10collective,0,,
10PM Club,startup,advertising,https://10pmclub.framer.wiki/,early stage,2-10,gaming,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Narrative games exploring themes of letting go.,https://www.linkedin.com/company/10pm-club/,https://ecosystem.innovationvictoria.com/companies/10pm_club,0,,
121SEED,startup,selling own inventory;manufacturing,https://121seed.com/,early stage,2-10,food,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Biofortified wheat and crops using genetic technologies,,https://ecosystem.innovationvictoria.com/companies/121seed,0,,
1Breadcrumb,startup,mobile app;subscription;saas,http://1breadcrumb.com,breakout stage,51-200,real estate;enterprise software,Melbourne,"Gwynne Street, Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia","Digital tools to simplify and automate construction site safety, compliance, and documentation workflows",https://www.linkedin.com/company/1breadcrumb/,https://ecosystem.innovationvictoria.com/companies/1breadcrumb,0,,
1circle,scaleup,commission,http://1circle.com.au,early stage,2-10,energy,Melbourne,"3205 Melbourne, Australia","Provides expert energy management service for developers, owners and managers of properties",https://www.linkedin.com/company/1circle/,https://ecosystem.innovationvictoria.com/companies/1circle,0,,
1millikelvin,startup,subscription;manufacturing,http://1millikelvin.com,early stage,2-10,semiconductors,Melbourne,"Trade Park Drive, International Trade Park, Tullamarine, Melbourne, City of Hume, Victoria, 3045, Australia","Advanced stress sensing with next-gen Smart Camera for superior structural imaging, affordability, and versatility",https://www.linkedin.com/company/1millikelvin/,https://ecosystem.innovationvictoria.com/companies/1millikelvin,0,,
1PD,startup,artificial intelligence;saas,http://1pd.io,early stage,2-10,marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Customer journey analytics platform for optimizing marketing channel mix, reducing wasted ad spend, and improving conversion rates",https://www.linkedin.com/company/1pd/,https://ecosystem.innovationvictoria.com/companies/1pd,0,,
1receipt,startup,big data;mobile app;machine learning;artificial intelligence;subscription;saas,https://www.1receipt.io,early stage,2-10,fintech;marketing,Melbourne,"Victoria Street, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia","The first true contactless platform for issuing, collecting and managing shopping receipts",https://www.linkedin.com/company/1receipt/,https://ecosystem.innovationvictoria.com/companies/1receipt,1,,
1st World Holograms,startup,subscription,http://1stworldholograms.com.au,early stage,2-10,media,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Holographic display rentals and content for marketing.,https://www.linkedin.com/company/1stworldholograms,https://ecosystem.innovationvictoria.com/companies/1st_world_holograms,0,,
2 Steps,startup,subscription;saas,https://www.2steps.io,early stage,11-50,hosting;enterprise software,Melbourne,"3000 Melbourne, Australia",Delivers synthetic monitoring capabilities within the platform,https://www.linkedin.com/company/2-steps/,https://ecosystem.innovationvictoria.com/companies/2_steps,0,,
2cloudnine,scaleup,big data;mobile app;subscription;saas,http://2cloudnine.com,breakout stage,51-200,health;enterprise software,Melbourne,"40, Albert Road, 3205 Melbourne, Australia",Payroll and Billing applications built on Salesforce for Staffing and Healthcare Sectors,https://www.linkedin.com/company/2cloudnine/,https://ecosystem.innovationvictoria.com/companies/2cloudnine,3,,
3 Sprockets,scaleup,advertising,https://3sprockets.com/,early stage,1,gaming,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Cross-platform multiplayer games for mobile and desktop,https://www.linkedin.com/company/3-sprockets-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/3_sprockets,0,,
333D,scaleup,blockchain;manufacturing,https://333d.co/,early stage,2-10,fintech;media,Melbourne,"3016 Melbourne, Australia",Create and help NFT creators turn their NFTs into real life with 3D printing,https://www.linkedin.com/company/333d-limited/,https://ecosystem.innovationvictoria.com/companies/333d,0,,
360BioLabs,scaleup,,https://www.360biolabs.com/,breakout stage,51-200,health,Melbourne,"85, Commercial Road, 3004 Melbourne, Australia",360biolabs · Quality-assured virology and immunology services,https://www.linkedin.com/company/360biolabs/,https://ecosystem.innovationvictoria.com/companies/360biolabs,13,,
36T,scaleup,manufacturing,http://36t.com.au,early stage,2-10,sports,Torquay,"Torquay VIC 3228, Australia",Carbon fibre technology company,,https://ecosystem.innovationvictoria.com/companies/36t,0,,
3clickscloud,,big data;augmented reality;saas;manufacturing,http://3clickscloud.com,early stage,11-50,fashion,Melbourne,"Brentford Sq, 3131 Melbourne, Australia",Online Production Management Solution,https://www.linkedin.com/company/3-clicks-cloud-plm/,https://ecosystem.innovationvictoria.com/companies/3clickscloud,0,,
3D Medical,,computer vision;deep tech;3d technology;commission,http://3dmedical.com.au,early stage,2-10,health,Melbourne,"3207 Melbourne, Australia",Providing personalized health revolution with transformational technologies and solutions that deliver a new level of medical certainty,https://www.linkedin.com/company/3d-medical-asx-3dm-/,https://ecosystem.innovationvictoria.com/companies/3d_medical,0,,
3deep,,,http://3deep.com,early stage,11-50,media,Melbourne,"91, Moreland Street, 3011 Melbourne, Australia",,https://www.linkedin.com/company/3deep,https://ecosystem.innovationvictoria.com/companies/3deep,0,,
3DM Surface Finishing,startup,selling own inventory;manufacturing,https://3dmsurfacefinishing.com/,early stage,2-10,health;engineering and manufacturing equipment,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","We have done what the industry thought was impossible - made metal surface finishing fast, affordable and repeatable",https://www.linkedin.com/company/3dm-surface-finishing/,https://ecosystem.innovationvictoria.com/companies/3dm_surface_finishing,0,,
3DMEDiTech,startup,hardware;deep tech;manufacturing,http://www.3dmeditech.com,early stage,2-10,health,Melbourne,"40 Cook St, Port Melbourne, Victoria 3207, AU",Makes customised prints of patients body parts,https://www.linkedin.com/company/3dmeditechaustralia/,https://ecosystem.innovationvictoria.com/companies/3dmeditech,0,,
3rdmill,,subscription;saas,https://3rdmill.tech,early stage,11-50,hosting,Melbourne,"Epping, Cooper Street, Epping, Melbourne, Victoria, 3075, Australia",Technology services and Development,https://www.linkedin.com/company/3rdmill,https://ecosystem.innovationvictoria.com/companies/3rdmill,0,,
3RT,scaleup,deep tech;subscription;manufacturing,http://3rt.com.au,early stage,11-50,robotics;engineering and manufacturing equipment,Heatherton,"Corporate Drive, Heatherton, Melbourne, City of Kingston, Victoria, 3202, Australia","Through science and engineering, we have pioneered the process of turning wood waste into a beautiful, safe, durable and sustainable product",https://www.linkedin.com/company/3rt-technologies/,https://ecosystem.innovationvictoria.com/companies/3rt,0,,
4D Medical,scaleup,computer vision;deep tech;artificial intelligence;subscription;commission,https://4dmedical.com/,breakout stage,51-200,health,Melbourne,"3000 Melbourne, Australia","Improving global health by providing unique and non-invasive imaging technologies that enable unprecedented insight into pulmonary functioning, critical in the analysis and management of respiratory diseases",https://www.linkedin.com/company/4dmedical/,https://ecosystem.innovationvictoria.com/companies/4dmedical1,0,,
4EVERLAND,startup,subscription;saas,http://4everland.org,early stage,2-10,hosting,Melbourne,"Victoria Street, 3121 Melbourne, Australia",V1 Quark:The Paas of Web 3.0,https://www.linkedin.com/company/4everlandorg/,https://ecosystem.innovationvictoria.com/companies/4everland,0,,
4Zero,startup,,https://www.4zerotechnologies.com/,early stage,2-10,food,Melbourne,"132, Cremorne Street, Cremorne, Melbourne, City of Yarra, Victoria, 3121, Australia","Backed by extensive industry knowledge and experience, 4Zero's solutions meet the unique needs of our customers by integrating all available operational data to ensure it’s visible, understandable and actionable - for unrivalled operational intelligence",https://www.linkedin.com/company/4zero-technologies/,https://ecosystem.innovationvictoria.com/companies/4zerotech,0,,
6clicks,startup,mobile app;artificial intelligence;subscription;saas,https://www.6clicks.com/,breakout stage,51-200,legal,Melbourne,"575, Little Bourke Street, 3000 Melbourne, Australia","Complete Risk and Compliance Operating System, including award-winning mobile app and world-first AI engine",https://www.linkedin.com/company/6clicks,https://ecosystem.innovationvictoria.com/companies/6clicks,0,,
6thsenserisk,startup,saas,http://6thsenserisk.com,early stage,2-10,security,Melbourne,"St Kilda Road, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia",Brings together disorganised data to get prioritised and contextualised risk intelligence & insights,https://www.linkedin.com/company/6thsense-risk/,https://ecosystem.innovationvictoria.com/companies/6thsenserisk,0,,
776BC,scaleup,selling own inventory;manufacturing,http://776bc.com,early stage,11-50,fashion;sports,Melbourne,"232 York Street, South Melbourne, VIC 3205, AU","Working with the world's best athletes to create a range of specialized performance kit that stands up to the toughest training programs to go further on the track, road, or water",https://www.linkedin.com/company/776bc/,https://ecosystem.innovationvictoria.com/companies/776bc,1,,
8 star energy,startup,selling own inventory;manufacturing,https://energizersolar.com,early stage,2-10,energy,Melbourne,"Melbourne, Australia",,https://www.linkedin.com/company/8-star-energy-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/8_star_energy,0,,
8squad,startup,subscription;saas,https://www.8squad.com.au,breakout stage,51-200,marketing,Melbourne,"3006 Melbourne, Australia",A high calibre partner focused on its people and their high-performance commitment to delivering outstanding outcomes to customers,https://www.linkedin.com/company/8squad/,https://ecosystem.innovationvictoria.com/companies/8squad,2,True,True
99aupairs.com,startup,,https://99aupairs.au,early stage,2-10,home living,Melbourne,"Bentleigh East, Melbourne, City of Glen Eira, Victoria, 3165, Australia","Discover a life overseas! Stay with a family while being their 'Mary Poppinsâ€™ and help them look after their children and daily life. Improve your language skills, experience the culture and discover what you are made of",https://www.linkedin.com/company/99aupairs/,https://ecosystem.innovationvictoria.com/companies/99aupairs_com,0,,
99designs,scaleup,3d technology;commission;marketplace & ecommerce,https://99designs.com.au/,breakout stage,1001-5000,marketing,Melbourne,"Stewart Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Online marketplace for design and design professionals,https://www.linkedin.com/company/99designs/,https://ecosystem.innovationvictoria.com/companies/99designs,0,,
A.B.L.E,startup,selling own inventory;manufacturing,https://www.ablecarsecurity.com/,early stage,,transportation,Melbourne,"70, Barry Street, Westgarth, Northcote, Melbourne, City of Darebin, Victoria, 3070, Australia",Remote anti-hijack vehicle immobilization brake system,,https://ecosystem.innovationvictoria.com/companies/a_b_l_e,0,,
Aaiot,startup,autonomous & sensor tech;selling own inventory;saas,http://aaiot.com.au,early stage,1,semiconductors,Melbourne,"Vermont, Melbourne, City of Whitehorse, Victoria, 3133, Australia",Future forward fleet management with smart IoT asset tracking and seamless integration,https://www.linkedin.com/company/asset-aware-iot/,https://ecosystem.innovationvictoria.com/companies/aaiot,0,,
Abacus,scaleup,subscription;saas,https://abacus.co/,early stage,11-50,fintech,Melbourne,"Franklin Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Smarter business solution for all small business point of sale (POS) software needs,https://www.linkedin.com/company/abacus.co/,https://ecosystem.innovationvictoria.com/companies/abacus_4,0,,
Abel,startup,commission,http://abelmoney.com.au,early stage,1,fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",The Abel App is coming and it's the answer to the questions you have been asking,https://www.linkedin.com/company/abel-money/,https://ecosystem.innovationvictoria.com/companies/abel_3,0,,
Able Foods,startup,commission;marketplace & ecommerce,http://ablefoods.com.au,early stage,11-50,food,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Ready-made meals for NDIS and aged care.,https://www.linkedin.com/company/able-foods/,https://ecosystem.innovationvictoria.com/companies/able_foods,1,,
ABMT Textiles,,selling own inventory;manufacturing,http://abmt.com.au,early stage,11-50,fashion,Melbourne,"Ferris Road, Cobblebank, Melbourne, City of Melton, Victoria, 3338, Australia","ABMT Textiles are a market leader for sustainable, innovative, high quality fabric",https://www.linkedin.com/company/abmt-textiles/,https://ecosystem.innovationvictoria.com/companies/ferristex_pty_ltd,0,,
Abodey,startup,artificial intelligence;subscription;marketplace & ecommerce,http://abodey.com.au,early stage,2-10,real estate,Melbourne,"Lyndhurst, Melbourne, City of Greater Dandenong, Victoria, 3975, Australia","Provides an AI Buyers Agent, where finding your dream home is a personalized journey tailored just for you",https://www.linkedin.com/company/abodey/,https://ecosystem.innovationvictoria.com/companies/abodey,0,,
Above.com,scaleup,commission,http://above.com,early stage,2-10,hosting,Melbourne,"East Concourse, Beaumaris Concourse, Beaumaris, Melbourne, City of Bayside, Victoria, 3193, Australia","Domain investors with powerful, free tools designed to increase rpms on direct navigation domain traffic",https://www.linkedin.com/company/abovedomain/,https://ecosystem.innovationvictoria.com/companies/above_com,0,,
Absolute Publishing Limited,,commission,http://absolutepublishing.com,breakout stage,51-200,media;marketing,Melbourne,"City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","Helps to develop deep and lasting conversations between the audience creates a 360-degree content strategy for the company's needs through a variety of mediums: print, online, video, events, and more",https://www.linkedin.com/company/apl-media/,https://ecosystem.innovationvictoria.com/companies/absolute_publishing_limited,0,,
AcaSage,startup,saas,http://acasage.com,early stage,1,education,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",,https://www.linkedin.com/company/testera-org/,https://ecosystem.innovationvictoria.com/companies/acasage,0,,
Acceleon,scaleup,saas,http://acceleon.com.au,early stage,2-10,security;enterprise software,Melbourne,"3000, Frankston - Flinders Road, Balnarring, Melbourne, Shire of Mornington Peninsula, Victoria, 3927, Australia",,https://www.linkedin.com/company/acceleon/,https://ecosystem.innovationvictoria.com/companies/acceleon,0,,
Acceleration.com.au,,,https://Www.acceleration.com.au,early stage,2-10,education,Melbourne,"10 Dorcas St, South Melbourne, Victoria 3205, AU",Integrated marketing and technology solutions enhancing customer relationships and organizational performance,https://www.linkedin.com/company/accelerationgroup/,https://ecosystem.innovationvictoria.com/companies/acceleration_com_au,0,,
Access4,scaleup,saas,https://www.access4.com/,breakout stage,51-200,enterprise software,Melbourne,"Building 3, 658, Church Street, Richmond, Melbourne, City of Yarra, Victoria, 3121, Australia",Access4 is a technology company that delivers unified communication solutions through a trusted partner network,https://www.linkedin.com/company/access4/,https://ecosystem.innovationvictoria.com/companies/access4,0,,
Accumulate Loyalty Services,,subscription,http://accumulate.com.au,early stage,51-200,marketing,Melbourne,"3000 Melbourne, Australia",Employee loyalty and engagement solutions in australia,,https://ecosystem.innovationvictoria.com/companies/accumulate_loyalty_services,0,,
Ace InfoTech Pty Ltd,scaleup,subscription;saas,http://aceinfotech.com.au,early stage,2-10,enterprise software,Melbourne,"Ferntree Gully Road, Notting Hill, Melbourne, City of Monash, Victoria, 3168, Australia",,https://www.linkedin.com/company/ace-infotech-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/ace_infotech_pty_ltd,0,,
Aconex,,subscription;saas,http://www.aconex.com,late stage,51-200,real estate;enterprise software,Melbourne,"96, Flinders Street, Mentone, Melbourne, City of Kingston, Victoria, 3194, Australia",Cloud platform connecting teams on the world's largest projects,https://www.linkedin.com/company/aconex/,https://ecosystem.innovationvictoria.com/companies/aconex,0,,
Acorn Recruitment,,,https://acornbysynergie.com,breakout stage,201-500,jobs recruitment,Melbourne,"3015 Melbourne, Australia",Multi-specialist recruitment firm placing people into work across the uk,https://www.linkedin.com/company/acorn-recruitment,https://ecosystem.innovationvictoria.com/companies/acorn_recruitment,5,,
Acquire AI,scaleup,selling own inventory;saas,http://acquire.ai,early stage,2-10,enterprise software,Melbourne,"10 Queens Road, 10, Queens Road, Melbourne, City of Port Phillip, Victoria, 3004, Australia","AI-driven BPO solutions offering end-to-end consultancy, design, and implementation with a vendor-agnostic model",https://www.linkedin.com/company/acquire-ai/,https://ecosystem.innovationvictoria.com/companies/acquire_1_1,73,,
Acredia,startup,saas,https://acredia.au,early stage,11-50,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Aged care software platform streamlining compliance and operations,https://www.linkedin.com/company/acredia/,https://ecosystem.innovationvictoria.com/companies/acredia,0,,
Acrux,,commission;manufacturing,http://acrux.com.au,breakout stage,51-200,health,Melbourne,"103-113 Stanley St, Melbourne, VIC 3003, AU","Specialty pharmaceutical company, developing and commercialising a range of patented, patient-preferred healthcare products for global markets",https://www.linkedin.com/company/acrux/,https://ecosystem.innovationvictoria.com/companies/acrux,0,,
Actimo Labs,startup,commission;saas,https://www.actimolabs.com/,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",CRO 2.0,https://www.linkedin.com/company/actimo-labs/,https://ecosystem.innovationvictoria.com/companies/actimo_labs,0,,
Action Websites,,,http://actionwebsites.com.au,early stage,2-10,marketing,Melbourne,"Queens Road, 3004 Melbourne, Australia","Australian website design, eCommerce development, online marketing and web hosting",https://www.linkedin.com/company/pokermedia-australia,https://ecosystem.innovationvictoria.com/companies/action_websites,0,,
ActivePipe,scaleup,subscription;saas,http://activepipe.com,breakout stage,11-50,real estate;marketing,Melbourne,"Commonwealth Bank, 727, Collins Street, Batman's Hill, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia","Marketing automation, lead nurturing, and predictive data SaaS platform for real estate and mortgage industries",https://www.linkedin.com/company/activepipe/,https://ecosystem.innovationvictoria.com/companies/activepipe,0,,
Actuals.com,startup,subscription;saas,http://actuals.com,early stage,2-10,fintech;enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AI-powered accounting agents for automating financial operations,https://www.linkedin.com/company/actuals-com/,https://ecosystem.innovationvictoria.com/companies/actuals_com,0,,
Aculeus Therapeutics,startup,commission;manufacturing,https://aculeustx.com/,early stage,2-10,health,Melbourne,"Flemington Road, Parkville, Melbourne, City of Melbourne, Victoria, 3051, Australia",Aculeus Therapeutics is a Biotech company developing small molecule drugs that modulate the immune system for the treatment of cancer and other serious diseases,https://www.linkedin.com/company/aculeus-therapeutics/,https://ecosystem.innovationvictoria.com/companies/aculeus_therapeutics,0,,
ACUMIND.AI,startup,artificial intelligence;subscription;saas,https://ai.acumind.com.au/,early stage,2-10,education,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia",Acumind AI specializes in creating AI-powered training videos with customizable avatars,https://www.linkedin.com/company/acumind-ai/,https://ecosystem.innovationvictoria.com/companies/acumind_ai,0,,
Acusensus,startup,autonomous & sensor tech;artificial intelligence;selling own inventory;manufacturing,https://www.acusensus.com/,breakout stage,51-200,transportation,Melbourne,"Nossal Institute, 333, Exhibition Street, Melbourne, Carlton, Melbourne, City of Melbourne, Victoria, 3000, Australia",AI-based traffic enforcement solutions,https://www.linkedin.com/company/acusensus/,https://ecosystem.innovationvictoria.com/companies/acusensus,16,,
AD1 Holdings,scaleup,saas,https://ad1holdings.com.au,early stage,2-10,,Melbourne,"Hawthorn East, Melbourne, City of Boroondara, Victoria, 3123, Australia",SaaS and services portfolio for workforce management.,https://www.linkedin.com/company/ad1-holdings/,https://ecosystem.innovationvictoria.com/companies/ad1_holdings,0,,
Ada Engineering,startup,manufacturing,http://adaengineering.com.au,early stage,2-10,transportation,Melbourne,"Flemington, Melbourne, City of Melbourne, Victoria, Australia",Specialising in Rolling Stock Engineering Managing Risk || Solving Problems || Telling Stories,https://www.linkedin.com/company/adaeng/,https://ecosystem.innovationvictoria.com/companies/ada_engineering,1,,
AdAlta,scaleup,manufacturing,http://adalta.com.au,early stage,11-50,health,Melbourne,"RD2 (Technology Enterprise Centre), 2, Park Drive, Bundoora, Melbourne, City of Darebin, Victoria, 3086, Australia",AdAlta - Discovering and Developing Protein Based Therepeutics,https://www.linkedin.com/company/adalta-ltd/,https://ecosystem.innovationvictoria.com/companies/adalta,0,,
Adappt,startup,,https://adaptive-emergent.com,early stage,1,hosting,Melbourne,"3000 Melbourne, Australia",adappt.io:: Web3 Toolmakers for the Holochain distributed networks future,https://www.linkedin.com/company/adappt.io/,https://ecosystem.innovationvictoria.com/companies/adappt_1,0,,
Adapt Drinks,scaleup,selling own inventory,https://adaptdrinks.com.au/,early stage,,wellness beauty,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Adapt Drinks is a functional beverage company. We make amazing drinks from adaptogenic herbs to help women adapt to life stressors, feel better and perform better, enabling them to live life with calm energy",,https://ecosystem.innovationvictoria.com/companies/adapt_drinks,0,,
Adaptive Behaviour,startup,blockchain;subscription;saas,https://www.adaptivebehaviour.com/,early stage,1,education,Melbourne,"Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia",An ed-tech startup developing content-delivery solutions for education providers,https://www.linkedin.com/company/adaptive-behaviour/,https://ecosystem.innovationvictoria.com/companies/adaptive_behaviour,0,,
AdaptrixAI,startup,artificial intelligence;commission;saas,http://adaptrixai.com,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Agentic AI systems with deep analytics for intelligent automation, operational optimization, and real-time business growth",https://www.linkedin.com/company/adaptrixai/,https://ecosystem.innovationvictoria.com/companies/adaptrixai,0,,
Addendovault,startup,subscription,http://addendovault.com,early stage,1,security,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",AddendoVault helps you securely store all of your important life admin in one place,https://www.linkedin.com/company/addendo-co/,https://ecosystem.innovationvictoria.com/companies/addendovault,0,,
Additer,scaleup,,http://additer.com,early stage,2-10,food,Melbourne,"Melbourne, Australia",Marketplace for Digital Manufacturing,,https://ecosystem.innovationvictoria.com/companies/additer,0,,
Additive Assurance,startup,deep tech;commission;manufacturing,http://additiveassurance.com,early stage,11-50,engineering and manufacturing equipment,Melbourne,"Alliance Lane, Melbourne, Victoria 3800, AU",Provides solutions for quality assurance of components made with additive manufacturing,https://www.linkedin.com/company/additive-assurance/,https://ecosystem.innovationvictoria.com/companies/additiveassurance,0,,
Additive Engineering,startup,hardware;3d technology;deep tech;commission;manufacturing,https://additiveengineering.com.au/,early stage,2-10,engineering and manufacturing equipment,Melbourne,"Altona North, Melbourne, City of Hobsons Bay, Victoria, 3025, Australia","Advanced metal 3D printing solutions for aerospace and medical industries, offering precision manufacturing and biocompatible products",https://www.linkedin.com/company/additive-engineering-australia/,https://ecosystem.innovationvictoria.com/companies/additive_engineering,0,,
Adepa Lifesciences,startup,selling own inventory;manufacturing,https://adepa.life,early stage,2-10,health,Melbourne,"HWT Tower, 40, City Road, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","Pioneering the research, development, and commercialization of branched fats found naturally in vernix caseosa",https://www.linkedin.com/company/dailyperibiotics/,https://ecosystem.innovationvictoria.com/companies/vernx_biotechnology,0,,
Adept Aqua,startup,autonomous & sensor tech;commission,https://www.adeptaqua.com,early stage,2-10,food;energy,Melbourne,"Princes Street, Newmarket, Flemington, Melbourne, City of Moonee Valley, Victoria, 3031, Australia","Impact focused science and engineering for some of earth’s greatest challenges (aka DeepTech/ClimateTech). The team at Adept Aqua are inventing and commercialising solutions for complex problems at the nexus of Climate, Water and Energy",https://www.linkedin.com/company/adept-aqua/,https://ecosystem.innovationvictoria.com/companies/adept_aqua,0,,
Adeptask,startup,subscription;saas,http://adeptask.com,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Productivity applications for JetBrains YouTrack software,https://www.linkedin.com/company/adeptask/,https://ecosystem.innovationvictoria.com/companies/adeptask,0,,
Adfomo,startup,commission;marketplace & ecommerce,https://adfomo.com/,early stage,1,marketing,Melbourne,"3000 Melbourne, Australia",Advertising marketplace to browse and buy top advertising space instantly,https://www.linkedin.com/company/adfomo/,https://ecosystem.innovationvictoria.com/companies/adfomo,0,,
Adilam Pty.,startup,selling own inventory;saas,http://adilam.com.sg,early stage,2-10,hosting,Melbourne,"3153 Melbourne, Australia",Electronic component distributor in australia and new zealand (anz),https://www.linkedin.com/company/adilam/,https://ecosystem.innovationvictoria.com/companies/adilam_pty_,0,,
adiqted,startup,advertising;saas,http://adalytica.com,early stage,2-10,marketing,Melbourne,"Caulfield South, Melbourne, City of Glen Eira, Victoria, Australia","The average person sees over 5,000 Ads a day and ignores most of them",https://www.linkedin.com/company/adiqted-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/adiqted_pty_ltd,0,,
AdjustED by TARSK Consultants,startup,subscription;saas,https://www.adjusted-app.com.au/,early stage,1,education,Mount Duneed,"Horseshoe Bend Road, Mount Duneed, Surf Coast Shire, Victoria, 3217, Australia",Efficient tools for recording and managing educational adjustments and anecdotal notes in real-time,https://www.linkedin.com/company/tarsk-consultants/,https://ecosystem.innovationvictoria.com/companies/adjusted_by_tarsk_consultants,0,,
AdminEstate,startup,subscription;saas,https://adminestate.com.au,early stage,2-10,legal;fintech,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Your Compassionate Guide Through Deceased Estate Administration,,https://ecosystem.innovationvictoria.com/companies/adminestate,0,,
ADNEO,scaleup,saas,https://adneo.com.au/,early stage,2-10,enterprise software,Melbourne,"90-96, William Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","Strategic acquisition and scaling of SaaS and service entities, emphasizing human capital development and customer-branded recruitment platforms",https://www.linkedin.com/company/adneo-ltd/,https://ecosystem.innovationvictoria.com/companies/adneo_,0,,
Adore Beauty,,,http://www.adorebeauty.com.au,breakout stage,51-200,wellness beauty;fashion,Melbourne,"421 High St, Northcote, Victoria 3070, AU",Adore Beauty | Australia's Online Beauty Store,https://www.linkedin.com/company/adorebeauty-com-au/,https://ecosystem.innovationvictoria.com/companies/adore_beauty,2,,
AdraCard,startup,selling own inventory,https://www.adracard.com,early stage,2-10,health,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Eliminating the burden of anaphylaxis treatment,https://www.linkedin.com/company/adracard/,https://ecosystem.innovationvictoria.com/companies/adracard,0,,
Advanced Biomedical,,commission;selling own inventory;manufacturing,http://advancedbiomedical.com.au,early stage,2-10,health,Melbourne,"Railway Avenue, 3135 Melbourne, Australia",Delivering fast and effective pain solutions that work,https://www.linkedin.com/company/advanced-biomedical/,https://ecosystem.innovationvictoria.com/companies/advanced_biomedical,0,,
Advanced Molecular Technologies,,manufacturing;saas,http://www.amtechpl.com,early stage,2-10,health;enterprise software,Melbourne,"4/7-11, Rocco Drive, Scoresby, Melbourne, City of Knox, Victoria, 3179, Australia",Medicinal chemistry and custom organic synthesis CRO,https://www.linkedin.com/company/advanced-molecular-technologies/,https://ecosystem.innovationvictoria.com/companies/advanced_molecular_technologies,0,,
Advatek,scaleup,selling own inventory;manufacturing,http://advateklighting.com,early stage,11-50,semiconductors,Melbourne,"4/3-5, Gilda Court, Mulgrave, Melbourne, City of Monash, Victoria, 3170, Australia",Advanced pixel controllers for professional LED lighting.,https://www.linkedin.com/company/advateklighting,https://ecosystem.innovationvictoria.com/companies/advatek,1,,
AdviseWell,startup,artificial intelligence;subscription;saas,https://advisewell.co,early stage,1,fintech,Jan Juc,"Jan Juc, Surf Coast Shire, Victoria, 3228, Australia","Equipping financial advisors with AI-powered tools to automate tasks, streamline compliance, and focus on helping clients reach their goals",https://www.linkedin.com/company/advisewellco/,https://ecosystem.innovationvictoria.com/companies/advisewell_au,0,,
Advisorsquad,startup,artificial intelligence;machine learning;subscription;saas,https://advisorsquad.ai,early stage,1,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","AI concierge platform that delivers personalized, autonomous advisory services with adaptable planning capabilities",https://www.linkedin.com/company/advisorsquadai/,https://ecosystem.innovationvictoria.com/companies/advisorsquad,0,,
